domain,reliability_label,wiki_citation
affinitymagazine.us,0,0
africanarguments.org,1,0
africanews.com,0,0
agassizharrisonobserver.com,1,0
ahvalnews.com,0,0
airdrietoday.com,1,0
messagemedia.co,1,0
durhamregion.com,1,0
beaconjournal.com,1,0
aljazeera.com,0,0
al-monitor.com,1,0
al-sura.com,0,0
guttmacher.org,1,0
alaskahighwaynews.ca,1,0
timesunion.com,1,0
albertaviews.ca,1,0
aldergrovestar.com,1,0
allgov.com,1,0
simcoe.com,1,0
northbaynipissing.com,1,0
amny.com,1,0
americamagazine.org,1,0
americanimmigrationcouncil.org,1,0
americanpurpose.com,1,0
amestrib.com,1,0
amnesty.org,1,0
thespec.com,1,0
heraldbulletin.com,1,0
andovertownsman.com,1,0
annistonstar.com,1,0
anthropocenemagazine.org,1,0
adl.org,1,0
aol.com,1,0
apmreports.org,1,0
apple.com,0,0
aptnnews.ca,1,0
areomagazine.com,1,0
azcapitoltimes.com,1,0
tucson.com,1,0
azdailysun.com,1,0
azcentral.com,1,0
arktimes.com,1,0
armscontrol.org,1,0
insideottawavalley.com,1,0
arte.tv,0,0
citizen-times.com,1,0
asiasentinel.com,0,0
aspeniaonline.it,1,0
aspeninstitute.org,1,0
sasktoday.ca,1,0
apnews.com,1,0
atavist.com,1,0
onlineathens.com,1,0
athensreview.com,1,0
enewscourier.com,1,0
atlantablackstar.com,0,0
ajc.com,1,0
theatlantic.com,1,0
atlanticmedia.com,1,0
attn.com,1,0
yorkregion.com,1,0
statesman.com,1,0
austindailyherald.com,1,0
avclub.com,1,0
axios.com,1,0
wired.com,1,0
balkaninsight.com,1,0
bangordailynews.com,1,0
baptistnews.com,1,0
barrietoday.com,1,0
battlecreekenquirer.com,1,0
baxterbulletin.com,1,0
baynature.org,1,0
bbc.com,1,0
tmnews.com,1,0
bellingcat.com,0,0
bellinghamherald.com,1,0
berkeleyside.com,1,0
berkshireeagle.com,1,0
berliner-zeitung.de,0,0
bing.com,1,0
birminghammail.co.uk,0,0
bleacherreport.com,0,0
bloomberg.com,1,0
bdtonline.com,1,0
bluestemprairie.com,1,0
boston.com,1,0
bostonglobe.com,1,0
bgr.com,1,0
muskokaregion.com,1,0
bramptonguardian.com,1,0
brennancenter.org,1,0
enterprisenews.com,1,0
brookings.edu,1,0
thebulletin.org,1,0
insidehalton.com,1,0
businessinsider.com,1,0
bustle.com,0,0
buzzfeed.com,0,0
buzzfeednews.com,0,0
bylinetimes.com,1,0
caledonenterprise.com,1,0
cambridgetimes.ca,1,0
campbellrivermirror.com,1,0
canadaland.com,1,0
capitalgazette.com,1,0
caribbeanlifenews.com,1,0
carnegieendowment.org,1,0
carolinapublicpress.org,1,0
carriagetownenews.com,1,0
catchnews.com,0,0
cbsnews.com,1,0
censor.net,0,0
c4ads.org,1,0
cgdev.org,1,0
centerforinquiry.org,1,0
internationalpolicy.org,1,0
cnas.org,1,0
populardemocracy.org,1,0
publicintegrity.org,1,0
cbpp.org,1,0
focustaiwan.tw,1,0
chalkbeat.org,1,0
channel4.com,1,0
wvgazettemail.com,1,0
charlotteobserver.com,1,0
cheddar.com,1,0
cheboygannews.com,1,0
chemainusvalleycourier.ca,1,0
courierpostonline.com,1,0
suntimes.com,1,0
chickashanews.com,1,0
theprogress.com,1,0
chinaglobalsouth.com,1,0
citizentruth.org,0,0
citizensforethics.org,0,0
ctj.org,0,0
cityandstateny.com,1,0
claremoreprogress.com,1,0
cleburnetimesreview.com,1,0
clintonherald.com,1,0
cloverdalereporter.com,1,0
cnbc.com,0,0
coed.com,0,0
thedailyreporter.com,1,0
columbiatribune.com,1,0
cjr.org,1,0
colombiareports.com,0,0
dispatch.com,1,0
investigaterussia.org,1,0
commoncause.org,1,0
commonwealmagazine.org,1,0
commonwealthfund.org,1,0
comoxvalleyrecord.com,1,0
complex.com,0,0
ctpost.com,1,0
pogo.org,0,0
coopercrier.com,1,0
caller.com,1,0
cowichanvalleycitizen.com,1,0
crosscut.com,1,0
ctmirror.org,1,0
cullmantimes.com,1,0
dailycommercial.com,1,0
gazettenet.com,1,0
mirror.co.uk,0,0
nation.africa,0,0
dnj.com,1,0
commercial-news.com,1,0
dawn.com,0,0
dcist.com,1,0
dcreport.org,1,0
deadline.com,1,0
deccanherald.com,0,0
debunkingdenialism.com,1,0
delawareonline.com,1,0
delo.si,0,0
democracy21.org,1,0
democratandchronicle.com,1,0
demos.org,1,0
denverpost.com,1,0
westword.com,1,0
freep.com,1,0
zeit.de,1,0
digg.com,0,0
diply.com,0,0
diversityinc.com,1,0
dundalkeagle.com,1,0
dutchreview.com,0,0
dw.com,1,0
columbia.edu,1,0
earthjustice.org,1,0
eastbaytimes.com,1,0
thestar.com,0,0
econofact.org,1,0
epi.org,1,0
economicshelp.org,1,0
effinghamdailynews.com,1,0
egyptianstreets.com,0,0
ejinsight.com,0,0
eldiario.es,1,0
eldiariony.com,1,0
elpais.com,1,0
elpasotimes.com,1,0
eff.org,1,0
emerging-europe.com,0,0
engadget.com,1,0
ew.com,1,0
orangeville.com,1,0
espn.com,1,0
registerguard.com,1,0
euobserver.com,1,0
euractiv.com,1,0
eurasiareview.com,1,0
euromaidanpress.com,1,0
euronews.com,1,0
courierpress.com,1,0
exposingtruth.com,1,0
facebook.com,0,0
factmyth.com,1,0
fair.org,1,0
fairobserver.com,1,0
fairvote.org,1,0
southernminn.com,1,0
fastcompany.com,1,0
feministfrequency.com,1,0
fightforthefuture.org,1,0
fivethirtyeight.com,1,0
foodnavigator.com,0,0
fpif.org,1,0
niagarathisweek.com,1,0
fwweekly.com,1,0
francetvinfo.fr,1,0
freakonomics.com,1,0
freethink.com,1,0
fresnobee.com,1,0
gadsdentimes.com,1,0
gainesville.com,1,0
wyborcza.pl,1,0
glamour.com,1,0
globalcitizen.org,1,0
globalnews.ca,1,0
theworld.org,1,0
globalriskinsights.com,1,0
globaltimes.cn,0,0
gmanetwork.com,0,0
goldstreamgazette.com,1,0
google.com,0,0
gothamist.com,1,0
governing.com,1,0
whistleblower.org,1,0
govexec.com,1,0
grandrapidsmn.com,1,0
greensboro.com,1,0
greensburgdailynews.com,1,0
grid.news,1,0
grist.org,1,0
alliednews.com,1,0
guelphmercury.com,1,0
gunviolencearchive.org,1,0
heraldmailmedia.com,1,0
hamiltonnews.com,1,0
harpers.org,1,0
courant.com,1,0
harvardpolitics.com,1,0
hattiesburgamerican.com,1,0
hawaiitribune-herald.com,1,0
healthyway.com,0,0
heavy.com,1,0
hechingerreport.org,1,0
hs.fi,1,0
helsinkitimes.fi,1,0
thegleaner.com,1,0
hcn.org,1,0
hillsdale.net,1,0
historynewsnetwork.org,1,0
hitc.com,0,0
hollandsentinel.com,1,0
hollywoodreporter.com,1,0
civilbeat.org,1,0
staradvertiser.com,1,0
hopestandard.com,1,0
hotnews.ro,1,0
houmatoday.com,1,0
hrw.org,1,0
humanium.org,1,0
icenews.is,0,0
idahopress.com,1,0
ifamericaknew.org,1,0
iflscience.com,1,0
independentaustralia.net,1,0
index.hr,1,0
inews.co.uk,1,0
infobae.com,1,0
inquisitr.com,0,0
insideedition.com,1,0
insideevs.com,1,0
insidehighered.com,1,0
insidephilanthropy.com,1,0
insider.com,1,0
instituteforgovernment.org.uk,1,0
imeu.org,1,0
itep.org,1,0
ibtimes.com,0,0
interpretermag.com,1,0
inverse.com,1,0
press-citizen.com,1,0
irishmirror.ie,0,0
israel21c.org,1,0
jalopnik.com,1,0
newsandtribune.com,1,0
joe.co.uk,0,0
joe.ie,0,0
kff.org,1,0
khn.org,1,0
thepeterboroughexaminer.com,1,0
kbrw.org,1,0
kcrw.com,1,0
kenoshanews.com,1,0
abc30.com,1,0
abc7news.com,1,0
kilgorenewsherald.com,1,0
kiyu.com,1,0
nbcdfw.com,1,0
kokomotribune.com,1,0
kpic.com,1,0
kqed.org,1,0
alaskapublic.org,1,0
abc13.com,1,0
kuow.org,1,0
kyivindependent.com,1,0
kyivpost.com,0,0
kyuk.org,1,0
laconiadailysun.com,1,0
ladepeche.fr,1,0
ladysmithchronicle.com,1,0
theadvertiser.com,1,0
jconline.com,1,0
lakecowichangazette.com,1,0
lajuntatribunedemocrat.com,1,0
langleyadvancetimes.com,1,0
lapresse.ca,1,0
repubblica.it,1,0
lastampa.it,1,0
latimes.com,1,0
reporter.net,1,0
leftjustified.com,0,0
lemonde.fr,1,0
liberation.fr,1,0
lincolncourier.com,1,0
livingstondaily.com,1,0
lamag.com,1,0
macleans.ca,1,0
malaysiakini.com,0,0
mb.com.ph,0,0
marshallnewsmessenger.com,1,0
reporter-times.com,1,0
marylandmatters.org,1,0
mcdonoughvoice.com,1,0
mediapart.fr,1,0
medium.com,0,0
menshealth.com,0,0
mensjournal.com,0,0
metro.co.uk,0,0
nhregister.com,1,0
miamiherald.com,1,0
middleeasteye.net,0,0
milforddailynews.com,1,0
unionrecorder.com,1,0
mississauga.com,1,0
mississippitoday.org,1,0
moneytalksnews.com,1,0
mongabay.com,1,0
montgomeryadvertiser.com,1,0
morningbrew.com,1,0
themoscowtimes.com,1,0
motherjones.com,1,0
moultrieobserver.com,1,0
msn.com,1,0
thestarpress.com,1,0
mycentraljersey.com,1,0
nanaimobulletin.com,1,0
nationalnewswatch.com,0,0
nationalobserver.com,1,0
youthrights.org,1,0
nbcphiladelphia.com,1,0
nbcchicago.com,1,0
nbclosangeles.com,1,0
nbcnews.com,1,0
nbcnewyork.com,1,0
ndtv.com,0,0
newamerica.org,1,0
southcoasttoday.com,1,0
ncnewsonline.com,1,0
newhamburgindependent.ca,1,0
newscentermaine.com,1,0
nydailynews.com,1,0
nytimes.com,1,0
newser.com,1,0
newsy.com,1,0
niagarafallsreview.ca,1,0
niagara-gazette.com,1,0
niemanlab.org,1,0
northdeltareporter.com,1,0
northislandgazette.com,1,0
therecord.com,1,0
norwichbulletin.com,1,0
novinky.cz,0,0
nrc.nl,1,0
npr.org,1,0
oakbaynews.com,1,0
ocala.com,1,0
oneindia.com,0,0
dailyworld.com,1,0
oskaloosa.com,1,0
ottumwacourier.com,1,0
ourworldindata.org,1,0
palmbeachdailynews.com,1,0
panolawatchman.com,1,0
newsherald.com,1,0
pqbnews.com,1,0
parrysound.com,1,0
patrioticmillionaires.org,1,0
pbs.org,1,0
peacearchnews.com,1,0
pekintimes.com,1,0
peninsulanewsreview.com,1,0
petoskeynews.com,1,0
pharostribune.com,1,0
inquirer.com,1,0
phillyvoice.com,1,0
politico.com,1,0
politico.eu,1,0
politics.co.uk,1,0
politifact.com,1,0
polygon.com,1,0
pontiacdailyleader.com,1,0
populationconnection.org,1,0
albernivalleynews.com,1,0
seacoastonline.com,1,0
project-syndicate.org,1,0
propublica.org,1,0
protocol.com,1,0
publicnewsservice.org,1,0
publico.es,1,0
puck.news,0,0
chieftain.com,1,0
qz.com,1,0
patriotledger.com,1,0
radiotelevisionmarti.com,0,0
rappler.com,1,0
religionandpolitics.org,1,0
pal-item.com,1,0
ridgecrestca.com,1,0
rocketnews.com,0,0
rrstar.com,1,0
heraldonline.com,1,0
salina.com,1,0
delmarvanow.com,1,0
sanluisobispo.com,1,0
sapiens.org,1,0
sciencing.com,1,0
seattletimes.com,1,0
self.com,0,0
sentencingproject.org,1,0
snopes.com,0,0
somerset-kentucky.com,1,0
scmp.com,0,0
sbs.com.au,1,0
spin.com,1,0
news-leader.com,1,0
staugustine.com,1,0
stamfordadvocate.com,1,0
newsaegis.com,1,0
stopfake.org,1,0
sturgisjournal.com,1,0
agriculture.com,1,0
sueddeutsche.de,1,0
surreynowleader.com,1,0
taiwannews.com.tw,0,0
tampabay.com,1,0
taskandpurpose.com,0,0
tauntongazette.com,1,0
tcpalm.com,1,0
tribstar.com,1,0
texastribune.org,1,0
the74million.org,1,0
theage.com.au,1,0
belfercenter.org,1,0
cepr.net,1,0
thecity.nyc,1,0
coloradoan.com,1,0
coloradosun.com,1,0
canadians.org,1,0
thedailystar.com,1,0
dominionpost.com,1,0
thefulcrum.us,1,0
thegardenisland.com,1,0
heraldscotland.com,1,0
goshennews.com,1,0
theguardian.com,0,0
thehawkeye.com,1,0
hilltimes.com,1,0
hutchnews.com,1,0
independent.co.uk,0,0
theintercept.com,0,0
irishexaminer.com,0,0
irishtimes.com,1,0
irrawaddy.com,1,0
thejournal.ie,1,0
journalistsresource.org,1,0
koreatimes.co.kr,0,0
lincolnproject.us,0,0
thelist.com,0,0
mauinews.com,1,0
fool.com,1,0
thenational.scot,1,0
thenextweb.com,0,0
theodysseyonline.com,0,0
theolympian.com,1,0
palmbeachpost.com,1,0
pennlive.com,1,0
cleveland.com,1,0
pressdemocrat.com,1,0
punchng.com,0,0
thequint.com,1,0
northjersey.com,1,0
therighting.com,1,0
theringer.com,1,0
santafenewmexican.com,1,0
thesaturdaypaper.com.au,1,0
sooeveningnews.com,1,0
theskimm.com,1,0
thestate.com,1,0
sj-r.com,1,0
statepress.com,1,0
thesunmagazine.org,1,0
smh.com.au,1,0
thetab.com,1,0
thetrace.org,1,0
thetyee.ca,1,0
thevarsity.ca,1,0
theverge.com,1,0
pilotonline.com,1,0
theweek.co.uk,1,0
wilderness.org,1,0
thewire.in,0,0
thewrap.com,0,0
dailycomet.com,1,0
timesenterprise.com,1,0
trust.org,1,0
thrillist.com,1,0
tiftongazette.com,1,0
time.com,1,0
timescolonist.com,1,0
timesheadline.com,0,0
timesofisrael.com,1,0
nola.com,1,0
tmz.com,0,0
today.com,0,0
tomdispatch.com,1,0
cjonline.com,1,0
truthbetold.news,1,0
tuscaloosanews.com,1,0
tvanouvelles.ca,0,0
uawire.org,0,0
undark.org,1,0
ucsusa.org,0,0
uft.org,1,0
uscis.gov,1,0
universitybusiness.com,1,0
un.org,1,0
pravda.com.ua,0,0
urban.org,1,0
usatoday.com,0,0
usnews.com,1,0
upr.org,1,0
uticaod.com,1,0
centerforpolitics.org,1,0
valdostadailytimes.com,1,0
variety.com,1,0
vcstar.com,1,0
verafiles.org,1,0
vibe.com,0,0
vice.com,0,0
victoriaadvocate.com,1,0
victoriabuzz.com,1,0
vvdailypress.com,1,0
virginiamercury.com,1,0
visaliatimesdelta.com,1,0
vladtv.com,0,0
voiceofsandiego.org,1,0
votevets.org,0,0
vtdigger.org,1,0
vulture.com,1,0
walesonline.co.uk,1,0
wamu.org,1,0
washingtonblade.com,1,0
washingtonmonthly.com,1,0
wola.org,1,0
washingtonpost.com,0,0
apr.org,1,0
nbcboston.com,1,0
westhawaiitoday.com,1,0
whdh.com,1,0
whitehouse.gov,0,0
wikileaks.org,0,0
wishtv.com,1,0
wjab.org,1,0
wlrh.org,1,0
wnyc.org,1,0
wilsoncenter.org,1,0
broadenimpact.com,1,0
worldcrunch.com,1,0
weforum.org,1,0
worldpress.org,0,0
wri.org,1,0
6abc.com,1,0
nbcwashington.com,1,0
wsvn.com,1,0
nbcmiami.com,1,0
wvasfm.org,1,0
yahoo.com,1,0
yale.edu,1,0
ynetnews.com,1,0
ydr.com,1,0
yorkdispatch.com,1,0
yr.media,1,0
7news.com.au,0,0
9news.com.au,1,0
19fortyfive.com,0,0
abc.es,1,0
theadvocates.org,0,0
ahram.org.eg,0,0
airdrieecho.com,1,0
al.com,1,0
altoday.com,0,0
shelbycountyreporter.com,1,0
abqjournal.com,1,0
aleteia.org,0,0
alexcityoutlook.com,1,0
echopress.com,1,0
americanactionforum.org,0,0
americanaffairsjournal.org,1,0
acsh.org,1,0
americanfirearms.org,1,0
aier.org,0,0
americanmilitarynews.com,0,0
americasquarterly.org,1,0
americustimesrecorder.com,1,0
anchoragepress.com,1,0
andalusiastarnews.com,1,0
angusreid.org,1,0
saltwire.com,1,0
antiwar.com,0,0
appledaily.com,0,0
arcamax.com,0,0
argusleader.com,1,0
arkansasonline.com,1,0
israelnationalnews.com,0,0
aawsat.com,0,0
aninews.in,0,0
atchisonglobenow.com,1,0
atlanticcouncil.org,1,0
atmoreadvance.com,1,0
aynrand.org,0,0
thepostsearchlight.com,1,0
bangkokpost.com,0,0
barrons.com,1,0
guardonline.com,1,0
beavercreeknewscurrent.com,1,0
beinglibertarian.com,0,0
bemidjipioneer.com,1,0
berlingske.dk,0,0
bild.de,0,0
billingsgazette.com,1,0
bipartisanpolicy.org,0,0
bnr.nl,0,0
boomlive.in,1,0
bostonherald.com,1,0
bgdailynews.com,1,0
thecragandcanyon.ca,1,0
brainerddispatch.com,1,0
breakingdefense.com,1,0
thebreakthrough.org,1,0
brewtonstandard.com,1,0
bryantimes.com,1,0
bt.dk,0,0
batimes.com.ar,1,0
businesslive.co.za,0,0
business-standard.com,0,0
californiaglobe.com,0,0
capoliticalreview.com,0,0
campaignforliberty.org,0,0
capitalismmagazine.com,0,0
cato.org,1,0
ccn.com,1,0
cftni.org,0,0
checkyourfact.com,1,0
chicagotribune.com,1,0
chinadigitaltimes.net,0,0
christianitytoday.com,1,0
clantonadvertiser.com,1,0
clarin.com,1,0
cochranetimes.com,1,0
coldlakesun.com,1,0
gazette.com,1,0
columbiadailyherald.com,1,0
crfb.org,1,0
newsexaminer.com,1,0
cordeledispatch.com,1,0
dn.se,1,0
dailyherald.com,1,0
mininggazette.com,1,0
dailypress.com,1,0
dailyo.in,0,0
dallasnews.com,1,0
amnews.com,1,0
volkskrant.nl,1,0
deccanchronicle.com,0,0
delgazette.com,1,0
demopolistimes.com,1,0
denvergazette.com,1,0
desertsun.com,1,0
dl-online.com,1,0
deutschland.de,0,0
devondispatch.ca,1,0
diepresse.com,1,0
welt.de,1,0
douglascountysentinel.com,1,0
downsizinggovernment.org,1,0
draytonvalleywesternreview.com,1,0
drudgereport.com,0,0
registerherald.com,1,0
thewetumpkaherald.com,1,0
ecuavisa.com,0,0
edmontonexaminer.com,0,0
edmontonjournal.com,1,0
edmontonsun.com,1,0
thenewsenterprise.com,1,0
elmundo.es,0,0
eluniverso.com,1,0
endtimeheadlines.org,0,0
entrepreneur.com,1,0
ekirikas.com,0,0
expressen.se,0,0
fairborndailyherald.com,1,0
fairviewpost.com,1,0
faithfamilyamerica.com,0,0
longwarjournal.org,1,0
financialexpress.com,0,0
financialpost.com,0,0
firearmsnews.com,0,0
firstpost.com,0,0
fitchratings.com,1,0
fitsnews.com,0,0
forbes.com,0,0
fpri.org,1,0
fbherald.com,1,0
fortmcmurraytoday.com,1,0
fortnightlyreview.co.uk,1,0
fortune.com,1,0
fee.org,0,0
foxbusiness.com,0,0
foxillinois.com,1,0
ftimes.com,1,0
faz.net,1,0
dailyjournal.net,1,0
franklinnews.org,0,0
fraserinstitute.org,0,0
freedomhouse.org,1,0
fcnews.org,1,0
mydailytribune.com,1,0
galvnews.com,1,0
geo.tv,0,0
godupdates.com,0,0
gp.se,0,0
grandforksherald.com,1,0
greeleytribune.com,1,0
greenfieldreporter.com,1,0
greenvilleadvocate.com,1,0
dailyadvocate.com,1,0
griffindailynews.com,1,0
guns.com,1,0
hammondstar.com,1,0
hannaherald.com,1,0
myheraldreview.com,1,0
heraldsun.com.au,0,0
hln.be,0,0
hidesertstar.com,1,0
hpenews.com,1,0
highrivertimes.com,1,0
timesgazette.com,1,0
thehindubusinessline.com,0,0
honestreporting.com,0,0
hoover.org,1,0
humanprogress.org,0,0
h-ponline.com,1,0
icitizen.com,0,0
idahostatejournal.com,1,0
iefimerida.gr,0,0
ilgiornale.it,0,0
amuedge.com,1,0
india.com,0,0
indiatimes.com,0,0
indiatoday.in,0,0
indiatvnews.com,0,0
inforum.com,1,0
interfax.ru,0,0
investortimes.com,0,0
itv.com,1,0
jamestownsun.com,1,0
jpost.com,1,0
jessaminejournal.com,1,0
jonesborosun.com,1,0
justfacts.com,0,0
foxkansas.com,1,0
foxsanantonio.com,1,0
wwmt.com,1,0
khaleejtimes.com,0,0
katu.com,1,0
katv.com,1,0
bakersfieldnow.com,1,0
kbsi23.com,1,0
fox4beaumont.com,1,0
siouxlandnews.com,1,0
kcby.com,1,0
abcstlouis.com,1,0
kdsm17.com,1,0
nbcmontana.com,1,0
kentuckynewera.com,1,0
keprtv.com,1,0
kfdm.com,1,0
kfoxtv.com,1,0
cbs2iowa.com,1,0
foxnebraska.com,1,0
khqa.com,1,0
kimatv.com,1,0
klewtv.com,1,0
kmph.com,1,0
nbc16.com,1,0
knewz.com,0,0
okcfox.com,1,0
komonews.com,1,0
fox42kptm.com,1,0
krcgtv.com,1,0
mynews4.com,1,0
foxreno.com,1,0
fox38corpuschristi.com,1,0
news3lv.com,1,0
ktul.com,1,0
ktvl.com,1,0
abc7amarillo.com,1,0
nebraska.tv,1,0
lagrangenews.com,1,0
nacion.com,0,0
lanacion.com.ar,1,0
valleytimes-news.com,1,0
lpheralddispatch.com,1,0
leducrep.com,1,0
lefigaro.fr,1,0
leicestermercury.co.uk,1,0
mycouriertribune.com,1,0
lbc.co.uk,0,0
standard.co.uk,0,0
lowndessignal.com,1,0
luvernejournal.com,1,0
the-messenger.com,1,0
malaymail.com,0,0
marginalrevolution.com,1,0
chronicle-tribune.com,1,0
marketwatch.com,1,0
frontiersman.com,1,0
mayfield-messenger.com,1,0
meaww.com,0,0
miamivalleytoday.com,1,0
mitchellrepublic.com,1,0
montrealgazette.com,1,0
moroccoworldnews.com,0,0
m24.ru,0,0
mynorthwest.com,1,0
nationalinterest.org,1,0
nationalpost.com,1,0
thecouriertimes.com,1,0
observer.com,1,0
nypost.com,0,0
news.com.au,0,0
newsweek.com,0,0
nhk.or.jp,1,0
nine.com.au,1,0
nwaonline.com,1,0
northwestsignal.net,1,0
nowentertainment.net,1,0
oaoa.com,1,0
oilprice.com,0,0
opposingviews.com,0,0
messenger-inquirer.com,1,0
paducahsun.com,1,0
paragoulddailypress.com,1,0
newsandsentinel.com,1,0
parkrapidsenterprise.com,1,0
prrecordgazette.com,1,0
perutribune.com,1,0
pinchercreekecho.com,1,0
mydailyregister.com,1,0
mydailysentinel.com,1,0
portsmouth-dailytimes.com,1,0
prime9ja.com.ng,0,0
pdclarion.com,1,0
rasmussenreports.com,1,0
realclearmarkets.com,0,0
realclearpolitics.com,0,0
reason.com,1,0
rochsent.com,1,0
couriernews.com,1,0
scoperatings.com,0,0
thedailycitizen.com,1,0
selmatimesjournal.com,1,0
shelbynews.com,1,0
sprucegroveexaminer.com,1,0
tabletmag.com,0,0
tallasseetribune.com,1,0
taxfoundation.org,1,0
theamericanconservative.com,0,0
theaustralian.com.au,0,0
thebulwark.com,1,0
chosun.com,0,0
thedickinsonpress.com,1,0
thedispatch.com,1,0
elkharttruth.com,1,0
theglobeandmail.com,1,0
thenews.com.pk,0,0
theobjectivestandard.com,1,0
oklahoman.com,1,0
pantagraph.com,1,0
post-journal.com,1,0
pe.com,1,0
tribtown.com,1,0
spectator.co.uk,0,0
spectator.us,0,0
spectatorworld.com,0,0
standardmedia.co.ke,0,0
straitstimes.com,0,0
thestreet.com,1,0
theitem.com,1,0
thetimesherald.com,1,0
thetimes.co.uk,1,0
washingtoninstitute.org,0,0
thewest.com.au,1,0
winchesterstar.com,1,0
yomiuri.co.jp,1,0
times-georgian.com,1,0
tnonline.com,1,0
timeslive.co.za,0,0
thenationaldesk.com,1,0
toledoblade.com,1,0
tovima.gr,0,0
transparentcalifornia.com,0,0
tribunnews.com,0,0
troymessenger.com,1,0
tulsaworld.com,1,0
tylerpaper.com,1,0
unherd.com,0,0
valuewalk.com,0,0
vancouversun.com,1,0
vaticannews.va,1,0
villages-news.com,1,0
suncommercial.com,1,0
wabashplaindealer.com,1,0
wach.com,1,0
wsj.com,0,0
recordherald.com,1,0
thecentersquare.com,0,0
rep-am.com,1,0
foxbaltimore.com,1,0
abc3340.com,1,0
wchstv.com,1,0
abcnews4.com,1,0
wcti12.com,1,0
wcyb.com,1,0
foxlexington.com,1,0
weartv.com,1,0
wctrib.com,1,0
nbc25news.com,1,0
wfxl.com,1,0
wgme.com,1,0
upnorthlive.com,1,0
wgxa.tv,1,0
13wham.com,1,0
local21news.com,1,0
newschannel20.com,1,0
sungazette.com,1,0
news-herald.com,1,0
wnewsj.com,1,0
winchestersun.com,1,0
windsorstar.com,1,0
wjactv.com,1,0
turnto10.com,1,0
wjla.com,1,0
dayton247now.com,1,0
local12.com,1,0
wlos.com,1,0
fox11online.com,1,0
mycbs4.com,1,0
nbc24.com,1,0
news4sanantonio.com,1,0
fox56.com,1,0
dglobe.com,1,0
wpde.com,1,0
cbs12.com,1,0
fox23maine.com,1,0
wpgh53.com,1,0
mynbc15.com,1,0
foxrichmond.com,1,0
wsbt.com,1,0
wset.com,1,0
cnycentral.com,1,0
fox28media.com,1,0
wtov9.com,1,0
myfox28columbus.com,1,0
newschannel9.com,1,0
foxchattanooga.com,1,0
wtwc40.com,1,0
foxrochester.com,1,0
wutv29.com,1,0
wvah.com,1,0
fox17.com,1,0
xeniagazette.com,1,0
yankeeinstitute.org,1,0
yna.co.kr,0,0
zebrafactcheck.com,1,0
2ndvote.com,0,0
abort73.com,0,0
academia.org,0,0
aim.org,0,0
acton.org,0,0
ac2news.com,0,0
aish.com,0,0
albertapressleader.ca,0,0
amac.us,0,0
a1apac.org,0,0
americarisingpac.org,0,0
aclj.org,0,0
americanconsequences.com,0,0
conservative.org,0,0
aei.org,0,0
americansforprosperity.org,0,0
afpc.org,0,0
amgreatness.com,0,0
americanjournaldaily.com,0,0
alec.org,0,0
spectator.org,0,0
amimagazine.org,0,0
ammoland.com,0,0
aa.com.tr,0,0
arizonadailyindependent.com,0,0
armstrongeconomics.com,0,0
asianews.it,0,0
aina.org,0,0
badgerinstitute.org,0,0
bearingarms.com,0,0
beliefnet.com,0,0
blabber.buzz,0,0
policetribune.com,0,0
boundingintocomics.com,0,0
brownstone.org,0,0
c2cjournal.ca,0,0
calgarysun.com,0,0
campaignlifecoalition.com,0,0
campusreform.org,0,0
capitalresearch.org,0,0
freedomandprosperity.org,0,0
americanexperiment.org,0,0
chicksonright.com,0,0
cc.org,0,0
christianheadlines.com,0,0
christiannewsalerts.com,0,0
christianpost.com,0,0
christiantoday.com,0,0
chroniclesmagazine.org,0,0
citizenfreepress.com,0,0
cagw.org,0,0
citizensunited.org,0,0
city-journal.org,0,0
nccivitas.org,0,0
claremont.org,0,0
commentarymagazine.com,0,0
conservativebrief.com,0,0
conservativefighters.co,0,0
conservativehome.com,1,0
conservativehq.org,0,0
conservativeinstitute.org,0,0
conservativeopinion.com,0,0
cpi.org,0,0
conservativereview.com,0,0
crimeresearch.org,0,0
crisismagazine.com,0,0
dailycaller.com,0,0
express.co.uk,0,0
dailysignal.com,0,0
telegraph.co.uk,0,0
dcenquirer.com,0,0
dailytorch.com,1,0
dennismichaellynch.com,0,0
telegraaf.nl,0,0
disrn.com,0,0
teamdml.com,0,0
donaldjtrump.com,-1,0
epnewsleader.com,0,0
economicpolicyjournal.com,1,0
egypttoday.com,0,0
energycitizens.org,0,0
eppc.org,0,0
erlc.com,0,0
explainamerica.com,0,0
factsandlogic.org,0,0
faithwire.com,0,0
fakehatecrimes.org,0,0
fedsoc.org,0,0
firstthings.com,0,0
floridadaily.com,0,0
fdd.org,1,0
freerepublic.com,0,0
freedomworks.org,0,0
ff.org,0,0
fff.org,0,0
getreligion.org,0,0
g-a-i.org,0,0
grabien.com,0,0
order-order.com,0,0
heritage.org,0,0
hotair.com,0,0
hudson.org,1,0
humanevents.com,0,0
hurriyet.com.tr,0,0
ibleedredwhiteblue.com,0,0
illinoispolicy.org,0,0
hillsdale.edu,0,0
ijr.com,0,0
iwf.org,0,0
influencewatch.org,1,0
issuesinsights.com,0,0
jewishpolicycenter.org,1,0
krone.at,0,0
latestly.com,0,0
lawliberty.org,1,0
lawenforcementtoday.com,0,0
journaldemontreal.com,0,0
mediacircus.com,0,0
mrc.org,0,0
mediarightnews.com,0,0
mercatornet.com,0,0
milliyet.com.tr,0,0
mises.org,0,0
